Report No.,Code,Incident Type,Title,Date,Location,Barangay,Municipality,Province,Latitude,Longitude,Description,Weapons,Actors,Actor Categories,Unspecified,Pistol,Revolver,Assault Rifle,Rifle,Shotgun,SMG,LMG,HMG,GL,AGL,RPG/ATW,Mortar,ATGM,MANPADS,Hand Grenade,Projected Gren,Rifle Gren,Munition,Ammo,Craft handgun,Craft Rifle,Craft Shotgun,Craft SMG,Craft RPG,Tags,Convergence,Arms Score,Source
8,PHL.26.04.18.001,Seizure,Police Seize Revolver from Drug Suspects in Rizal,18 April 2026,"Barangay San Jose, Rodriguez, Rizal",Barangay San Jose,Rodriguez,Rizal,14.7472367289158,121.130995728495,"Police seized one .38 caliber revolver and approximately 20 grams of suspected shabu (valued at PHP 136,000) when they arrested three drug suspects — aliases ""Ulo,"" ""Dudoy,"" and ""Bryan"" — in a buy-bust operation in Barangay San Jose, Rodriguez, Rizal on 18 April 2026. The suspects were apprehended after selling PHP 300 worth of methamphetamine to an undercover operative.",- 1 .38 caliber revolver,"Criminal Individual(s) (drug dealers)
Police (Rodriguez MPS, Region 4A PNP)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,,,,,,,Crime,Drug trafficking,1,https://newsinfo.inquirer.net/2214566/3-drug-suspects-busted-in-rizal-sting
9,PHL.26.04.18.002,Surrender/amnesty,"Five Firearms Surrendered Across Pata, Banguingui, Panamao, and Siasi, Sulu",18 April 2026,"Barangay Timuddas, Pata; Barangay Tinutungan, Banguingui; Barangay Kan-Ukol, Panamao; Barangay Tulling, Siasi, Sulu","Barangay Timuddas, Pata; Barangay Tinutungan, Banguingui; Barangay Kan-Ukol, Panamao; Barangay Tulling, Siasi, Sulu",,Sulu,5.79929150553117,121.200943106753,"Residents of Pata, Banguingui, Panamao, and Siasi, Sulu surrendered five firearms to government forces between 18 and 22 April 2026 as part of the RFGFPCC campaign. On 18 April, troops of the 104th Infantry Battalion received one M1 Garand rifle in Barangay Timuddas, Pata, facilitated by barangay officials. On 19 April, a KG9 craft submachine gun was surrendered in the same barangay, and the 101st Infantry Battalion received one M1 Garand rifle in Barangay Tinutungan, Banguingui, during an IEC campaign. On 20 April, the 21st Infantry Battalion received a .357 Magnum revolver in Barangay Kan-Ukol, Panamao, through the intervention of Barangay Chairman Jamal H. Abdusalim. On 22 April, a final M1 Garand rifle with a loaded magazine was surrendered in Barangay Tulling, Siasi.","- 3 M1 Garand rifles
- 1 KG9 craft submachine gun
- 1 .357 Magnum revolver
- 8 rounds of ammunition","Civilian Community (surrenderers in Pata, Banguingui, Panamao, and Siasi)
Military (PA, 104th IB, 101st IB, 21st IB, 1102nd Infantry Brigade, 11th Infantry Division)
Police (Pata MPS, Siasi MPS, Panamao MPS, PNP)","Civilian, Military, Police",,,1,,3,,,,,,,,,,,,,,,8,,,,1,,Gun ban,,11.08,https://www.facebook.com/kalinawnews/posts/pfbid0BAjCLYrb9XUF5cHRja8pYR6EdmpjqUGZLx5uWq9EKowjxfWEZXngQm7amy9Ui1yZl
8,PHL.26.04.19.001,Seizure,Two Men Arrested with Pistols at Checkpoint in Zamboanga City,19 April 2026,"Barangay Patalon, Zamboanga City",Barangay Patalon,Zamboanga City,Zamboanga del Sur,7.05851053773298,121.909020133724,"Police seized two caliber .45 pistols and 12 rounds of ammunition when they arrested two men transporting the firearms on a motorcycle during a checkpoint operation along a highway in Barangay Patalon, Zamboanga City on 19 April 2026. The suspects — alias Warid, a fisherman from Kaluang, Luuk, Sulu, and alias Gaspar, a farmer from Sitio Asinan, Barangay Kasanyangan in Zamboanga City — failed to produce any documentation authorizing their possession of the weapons; the motorcycle was also confiscated.","- 2 .45 caliber pistols
- 12 rounds of ammunition","Criminal Individual(s) (aliases Warid, Gaspar)
Police (Labuan Police Station 10, Zamboanga City Police Office)","Criminal Individual, Police",,2,,,,,,,,,,,,,,,,,,12,,,,,,,,2.12,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0UohM2HypJv6qTBHL6JyRSkZvGdBSF8hB359Tk7BJfQtmMvTaSLv1ANLoNdAMocKfl
8,PHL.26.04.19.002,Seizure,SPD Operations Net Firearms and Grenade Across Taguig and Muntinlupa,19 April 2026,"Barangay Pinagsama and Barangay South Signal, Taguig City; Barangay Poblacion and Barangay Tunasan, Muntinlupa City, Metro Manila","Barangay Pinagsama and Barangay South Signal, Taguig City; Barangay Poblacion and Barangay Tunasan, Muntinlupa City, Metro Manila",,Metro Manila,14.5261144570986,121.0529878575,"Southern Police District (SPD) personnel seized one hand grenade, a 9mm pistol, and three .38 caliber revolvers and arrested five individuals across Taguig and Muntinlupa on 19 April 2026. In Barangay Pinagsama, Taguig, officers arrested alias Fernando, 30, a construction worker found brandishing a .38 caliber revolver during a drinking session on Firefly Street. In Barangay South Signal, Taguig, surveillance led to the arrest of alias Guillermo, 19, from whom a live hand grenade was seized, and alias Ranier, 18, who possessed a 9mm pistol with a loaded magazine. Simultaneously in Muntinlupa, search warrants in Barangay Poblacion and Barangay Tunasan led to the arrests of alias Arnold, 30, and alias Mic, 59, each found with a .38 caliber revolver — the latter bearing no serial number.","- 1 M26 hand grenade
- 1 9mm pistol
- 3 .38 caliber revolvers
- 7 rounds of ammunition","Criminal Individual(s) (aliases Fernando, Guillermo, Ranier, Arnold, Mic)
Police (SPD, Taguig City Police Station, Muntinlupa City Police Station)","Criminal Individual, Police",,1,3,,,,,,,,,,,,,1,,,,7,,,,,,,,9.07,https://tribune.net.ph/2026/04/19/spd-crackdown-yields-loose-firearms
8,PHL.26.04.19.003,Seizure,Police Seize Revolver from Drug Suspect in Bulacan,19 April 2026,"Barangay Longos, Pulilan, Bulacan",Barangay Longos,Pulilan,Bulacan,14.8963246617106,120.865346713247,"Police seized one .38 caliber revolver and approximately 2.5 grams of suspected shabu (valued at PHP 17,000) from alias Egay, 28, in a buy-bust operation in Barangay Longos, Pulilan, Bulacan on 19 April 2026. Operatives of the Pulilan Municipal Police Station's Station Drug Enforcement Unit apprehended the suspect; the firearm and drugs were submitted to the Bulacan Provincial Forensic Unit for examination.","- 1 .38 caliber revolver
- 3 rounds of ammunition","Criminal Individual(s) (alias Egay, drug dealer)
Police (Pulilan MPS SDEU, Bulacan PPO, PRO-III)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,3,,,,,,Crime,Drug trafficking,1.03,https://tribune.net.ph/2026/04/19/drug-suspect-nabbed-shabu-unlicensed-gun-seized-in-pulilan
8,PHL.26.04.19.004,Diversion,Burglars Steal 12 Firearms from Retired Policeman's Home in Lucena City,19 April 2026,"Subdivision, Barangay Gulang-Gulang, Lucena City, Quezon","Subdivision, Barangay Gulang-Gulang",Lucena City,Quezon,13.9561953438115,121.608454953281,"Twelve firearms were stolen in a burglary at the home of a retired police officer (alias ""Vic,"" 70) in Barangay Gulang-Gulang, Lucena City, Quezon on 19 April 2026. A caretaker discovered the theft while the owner and his spouse were abroad. The suspects forced open a side door, entered the residence, pried open a vault in the master bedroom, and removed one M16 assault rifle, one CZ58 assault rifle, one Uzi 9mm submachine gun, two .38 caliber revolvers, one .357 caliber revolver, one Beretta 9mm pistol, one Walther 9mm pistol, one .380 PPK/S pistol, one additional .380 caliber pistol, one .45 caliber pistol, and one .22 caliber pistol, along with approximately PHP 500,000 in cash and jewelry. Police are reviewing CCTV footage and conducting backtracking operations to identify the suspects.","- 1 M16 rifle
- 1 CZ58 caliber 7.62mm rifle
- 1 Uzi 9mm submachine gun
- 2 .38 caliber revolvers
- 1 .357 caliber revolver
- 1 Beretta 9mm pistol
- 1 Walther 9mm pistol
- 1 .380 PPK/S pistol
- 1 .380 caliber pistol
- 1 .45 caliber pistol
- 1 .22 caliber pistol","Criminal individual(s) (unidentified burglars)
Former Police/Soldier (victim: retired police officer ""Vic"")",Criminal Individual,,6,3,2,,,1,,,,,,,,,,,,,,,,,,,Crime,,24,https://newsinfo.inquirer.net/2214795/firearms-cash-jewelry-looted-from-retired-cops-house-in-lucena-city
8,PHL.26.04.19.005,Seizure,Troops Seize 24 Firearms Following Clashes with NPA that Left 19 Dead in Negros Occidental,19 April 2026,"Sitio Sinugmawan and Sitio Plariding, Barangay Salamanca, Toboso, Negros Occidental","Sitio Sinugmawan and Sitio Plariding, Barangay Salamanca",Toboso,Negros Occidental,10.7401265987079,123.501107349481,"Troops of the 79th Infantry (Masaligan) Battalion seized 24 firearms — including seven M16 rifles, three M14 rifles, three M1 Garand rifles, one M1 carbine rifle, one M203 grenade launcher, six .45 caliber pistols, and three .357 Magnum revolvers — along with unspecified explosives when they killed 19 NPA in a series of firefights in Barangay Salamanca, Toboso, Negros Occidental on 19 April 2026. The operation began in Sitio Sinugmawan after troops, acting on a civilian tip, moved in on the rebels' position. As the insurgents scattered, blocking forces engaged them in a running gun battle at Sitio Plariding that lasted several hours. One soldier was wounded. 3rd Infantry Division Commander Major General Michael Samson described the battle as the highest death toll in a single encounter in Negros since the 1990s.

Among those killed was long-wanted NNF leader Roger Fabillar (aliases: Arnel Tapang, Jhong, Nono, Domeng), commander of the NNF Special Operations Group and Centro de Gravedad, who carried a PHP 2-million bounty and was linked by the military to the summary execution of at least 36 civilians tagged as informants, as well as the killing of Police Master Sgt. Aguilar in Calatrava. The fighting displaced 168 families (approximately 653 individuals) from Barangays Salamanca and San Jose to nearby schools; over 200 residents in adjacent Escalante City also evacuated as a precaution.

Following the encounter, the UP Diliman University Student Council identified USC Education and Research Councilor Alyssa Alano — who had been conducting a community immersion among farmers in the area — as among the 19 fatalities, condemning her death as the killing of an innocent civilian. The UP Office of the Student Regent issued a separate statement expressing condemnation.","- 9 M16A1 assault rifles
- 3 M14 rifles
- 3 M1 Garand rifles
- 1 Type 56-2 assault rifle
- 1 M1 carbine rifle
- 1 M203 grenade launcher
- 2 .45 caliber pistols
- 1 .357 Magnum revolvers
- at least 2 M76 rifle grenades
- at least 2 40mm projected grenades
- ~500 rounds of ammunition","Military (PA, 79th Infantry Battalion, 303rd Infantry Brigade, 3rd Infantry Division)
NSAG (CPP-NPA, Northern Negros Front/KR-N)","Military, NSAG",,2,1,10,7,,,,,1,,,,,,,2,2,,500,,,,,,Insurgency,,95,https://www.philstar.com/nation/2026/04/21/2522432/npa-leader18-otherskilled-innegrosgunfight
9,PHL.26.04.19.006,Surrender/amnesty,Former NPA Member Surrenders Revolver and Explosive Items in Bataan,19 April 2026,"Barangay General Lim, Orion, Bataan",Barangay General Lim,Orion,Bataan,14.6282514805771,120.529139680382,"A former NPA member (identified as alias Ka Junie) surrendered one caliber .38 revolver and one 40mm high-explosive M406A projected grenade to government forces in Barangay General Lim, Orion, Bataan on 19 April 2026. The operation was conducted by the 2nd Special Action Battalion (SAF) in coordination with the Bataan Police Provincial Office, PNP units, the Philippine Navy, and the Philippine Army; the individual was processed for enrollment in the E-CLIP reintegration program.","- 1 caliber .38 revolver
- 1 40mm M406A HE round
- 1 time fuse
- 29.5 inches of detonating cord","NSAG (CPP-NPA, Lino Blas Command)
Police (2nd SAB-SAF, Bataan PPO, 1st PMFC, PNP)
Military (PA, Philippine Navy)","Military, NSAG, Police",,,1,,,,,,,,,,,,,,1,,,,,,,,,Insurgency,,2,https://www.facebook.com/specialactionforce/posts/pfbid0WMUCJJDAU2EAw1465kZu86QeJNX9zNWY1NE5Ft2EV7JcHcSsMvm3voZByJvwt4k3l
9,PHL.26.04.19.007,Seizure,Man Arrested for Discharging Pistol While Intoxicated in Bukidnon,19 April 2026,"Kibawe, Bukidnon",,Kibawe,Bukidnon,7.57003731296716,124.987097660878,"Police seized an Armscor 9mm pistol loaded with five rounds from a 50-year-old man who discharged his firearm while intoxicated during a neighborhood drinking session in Kibawe, Bukidnon on 19 April 2026. Officers from Kibawe Municipal Police Station responded to reports of gunshots and determined the suspect had become unruly while drinking with a neighbor before firing the weapon, causing alarm among residents. He faces charges for illegal discharge of a firearm and violation of RA 10591.","- 1 Armscor 9mm pistol
- 5 rounds of ammunition","Criminal individual(s) (unnamed, 50 years old)
Police (Kibawe MPS)","Criminal Individual, Police",,1,,,,,,,,,,,,,,,,,,5,,,,,,Interpersonal dispute,,1.05,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid02QC2Luk4eUg58jU3ZpvStkD6wPi9tHmXLDChnfJ6B9pC8PX27ccryp2Q4pm4cmdgRl
9,PHL.26.04.19.008,Seizure,Retired Marine Arrested for Threatening Minor and Discharging Firearm in Taguig City,19 April 2026,"Barangay North Signal, Taguig City, Metro Manila",Barangay North Signal,Taguig City,Metro Manila,14.5177522561244,121.057262317625,"Police seized a caliber .45 pistol and three rounds of ammunition from alias William, 67, a retired Marine who threatened and physically assaulted a 15-year-old boy, pointed his weapon at bystanders, and discharged a shot into the ground along Camachile Street, Barangay North Signal, Taguig City on 19 April 2026. The incident arose from a verbal dispute after a group moved their table and chairs, which the suspect interpreted as disrespectful; he approached the minor, grabbed him by the neck, and drew his firearm. Despite de-escalation attempts by his son, the suspect fired before being traced and arrested at his residence by personnel of Taguig City Police Sub-Station 6.","- 1 caliber .45 pistol
- 3 rounds of ammunition","Former Police/Soldier (alias William, 67, retired Marine)
Police (Taguig City Police Sub-Station 6, SPD)",Police,,1,,,,,,,,,,,,,,,,,,3,,,,,,Interpersonal dispute,,1.03,https://tribune.net.ph/2026/04/20/retired-marine-arrested-after-firing-gun-in-taguig-altercation
8,PHL.26.04.20.001,Surrender/amnesty,Pata Residents Surrender Nine Firearms to Authorities in Sulu,20 April 2026,"Municipal Hall, Barangay Saimbangon, Pata, Sulu","Municipal Hall, Barangay Saimbangon",Pata,Sulu,5.82139500701029,121.134262361315,"Sulu residents surrendered nine firearms at the Pata Municipal Hall on 20 April 2026 as part of the Rido-Free, Gun-Free, and Peace-Centered Community (RFGFPCC) campaign. The declaration was formalized through a municipal resolution read by Vice Mayor Anton J. Burahan; Mayor Abdurauf C. Burahan, Sulu Governor Abdusakur Tan II, and Brigadier General Alaric Avelino Delos Santos of the 1102nd Infantry Brigade attended alongside barangay leaders, religious figures, and members of the academe. Lieutenant Colonel Roy Dalumpines of the 104th Infantry Battalion attributed the milestone to sustained community engagement, confidence-building efforts, and inter-agency coordination under the 11th Infantry Division.","- 6 M1 Garand rifles
- 1 KG9 craft submachine gun
- 2 pistols","Civilian Community (residents of Pata)
Civilian Official(s) (Mayor Abdurauf C. Burahan, Vice Mayor Anton J. Burahan, Governor Abdusakur Tan II)
Military (PA, 104th Infantry Battalion, 1102nd Infantry Brigade, 11th Infantry Division)
Police (Pata MPS, PNP)","Civilian, Military, Police",,2,,,6,,,,,,,,,,,,,,,,,,,1,,Gun ban,,21,https://www.facebook.com/rpjolo/posts/pfbid02uYH8e5e46gLFdJYLzd9gH5g8PhyMrM7koZEfA6ZrL6cFJ69VAMhvrTspr6dS1QEMl
9,PHL.26.04.20.002,Seizure,Drug Suspect Arrested with Craft Submachine Gun in Cotabato,20 April 2026,"Barangay Poblacion, Tulunan, Cotabato",Barangay Poblacion,Tulunan,Cotabato,6.82928817929322,124.876400435918,"Police seized one homemade 9mm Uzi-type submachine gun with a magazine and four rounds of ammunition, along with approximately two grams of suspected shabu, from alias Tapko in a buy-bust operation in Barangay Poblacion, Tulunan, Cotabato on 20 April 2026. The 4th Special Action Battalion (SAF) provided tactical support to Tulunan Municipal Police Station and Cotabato Police Provincial Office during the operation.","- 1 craft 9mm Uzi-type submachine gun
- 4 rounds of ammunition","Criminal individual(s) (alias Tapko, drug dealer)
Police (4th SAB-SAF, Tulunan MPS, Cotabato PPO)","Criminal Individual, Police",,,,,,,,,,,,,,,,,,,,4,,,,1,,Crime,Drug trafficking,1.04,https://www.facebook.com/specialactionforce/posts/pfbid05Zpy4NsyQhGar86XViZ7GoNKy4sTDr6fEzd5YL2cmHVN1GPKZtwxFwmxLTzLVEWAl
